,job_title,company,location,salary,posted,date_extracted
6747,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:51.491057
6748,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:51.492056
6749,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:51.493052
6750,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:51.493052
6751,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:51.494050
6752,Data Scientist (all levels),IAMUS Consulting,"Linthicum Heights, MD 21090",,2 days ago,2020-04-19 17:33:51.494050
6753,Data Science Intern,Dolphin,"New York, NY 10014 (SoHo area)",$25 an hour,30+ days ago,2020-04-19 17:33:51.495047
6754,Data Entry Clerk,Liveops,"Mahopac, NY",,5 days ago,2020-04-19 17:33:51.495047
6755,Data Scientist / Statistician / Economist,Apple,"Santa Clara Valley, CA 95014",,24 days ago,2020-04-19 17:33:51.496044
6756,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",,16 days ago,2020-04-19 17:33:51.496044
6757,Data Scientist,"Big Data Federation, Inc.","Santa Clara, CA 95050","$100,000 - $120,000 a year",17 days ago,2020-04-19 17:33:51.497047
6758,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",,30+ days ago,2020-04-19 17:33:51.498039
6759,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:51.498039
6760,Data Science Intern,Prospect 33,"New York, NY",,1 day ago,2020-04-19 17:33:51.499036
6761,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:51.499036
6762,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:51.500035
6763,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:51.500035
6764,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:51.501034
6765,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:51.503025
6766,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:51.503025
6767,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:51.504022
6768,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:51.504022
6769,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:51.505020
6770,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:51.505532
6771,Data Scientist,Andor Health,"Orlando, FL 32811 (Eagles Nest area)",,Today,2020-04-19 17:33:51.505532
6772,Lead Data Scientist,CPNET,"Harrisburg, PA","$85,000 - $95,000 a year",16 days ago,2020-04-19 17:33:51.506522
6773,Data Scientist/Analytics Consultant,Deloitte,"Arlington, VA 22209 (North Rosslyn area)",,5 days ago,2020-04-19 17:33:51.506522
6774,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:51.507519
6775,Data Scientist I - Remote,HMS Health Management Systems,"Irving, TX",$50 an hour,17 days ago,2020-04-19 17:33:51.507519
6776,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:51.508517
6777,Data Scientist,Getronics,"Atlanta, GA",$50 - $55 an hour,19 days ago,2020-04-19 17:33:51.508517
6778,Junior Data Scientist | TS/SCI,Connect Talent Solutions,"Springfield, MA",,30+ days ago,2020-04-19 17:33:51.509514
6779,Data Scientist,West Creek Financial,"Washington, DC",,1 day ago,2020-04-19 17:33:51.509514
6780,Data Scientist,Source Enterprises,"New York, NY",,30+ days ago,2020-04-19 17:33:51.510511
6781,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:51.510511
6782,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:51.511510
6783,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:51.511510
6784,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:51.512506
6785,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:51.512506
6786,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:51.513504
6787,Data Scientist (all levels),IAMUS Consulting,"Linthicum Heights, MD 21090",,2 days ago,2020-04-19 17:33:51.513504
6788,Data Science Intern,Dolphin,"New York, NY 10014 (SoHo area)",$25 an hour,30+ days ago,2020-04-19 17:33:51.514500
6789,Data Entry Clerk,Liveops,"Mahopac, NY",,5 days ago,2020-04-19 17:33:51.515498
6790,Data Scientist / Statistician / Economist,Apple,"Santa Clara Valley, CA 95014",,24 days ago,2020-04-19 17:33:51.515498
6791,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",,16 days ago,2020-04-19 17:33:51.516495
6792,Data Scientist,"Big Data Federation, Inc.","Santa Clara, CA 95050","$100,000 - $120,000 a year",17 days ago,2020-04-19 17:33:51.516495
6793,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",,30+ days ago,2020-04-19 17:33:51.517493
6794,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:51.517493
6795,Data Science Intern,Prospect 33,"New York, NY",,1 day ago,2020-04-19 17:33:51.518490
6796,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:51.518490
6797,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:51.519487
6798,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:51.519487
6799,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:51.520484
6800,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:51.520484
6801,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:51.521482
6802,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:51.521482
6803,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:51.522479
6804,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:51.522479
6805,Senior Data Scientist,Humana,,,30+ days ago,2020-04-19 17:33:51.523476
6806,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:51.523476
6807,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:51.524474
6808,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:51.524474
6809,Data Scientist (all levels),IAMUS Consulting,"Linthicum Heights, MD 21090",,2 days ago,2020-04-19 17:33:51.525471
6810,Data Science Intern,Dolphin,"New York, NY 10014 (SoHo area)",$25 an hour,30+ days ago,2020-04-19 17:33:51.525471
6811,Data Entry Clerk,Liveops,"Mahopac, NY",,5 days ago,2020-04-19 17:33:51.526468
6812,Data Scientist / Statistician / Economist,Apple,"Santa Clara Valley, CA 95014",,24 days ago,2020-04-19 17:33:51.526468
6813,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",,16 days ago,2020-04-19 17:33:51.527466
6814,Data Scientist,"Big Data Federation, Inc.","Santa Clara, CA 95050","$100,000 - $120,000 a year",17 days ago,2020-04-19 17:33:51.527466
6815,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",,30+ days ago,2020-04-19 17:33:51.528463
6816,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:51.528463
6817,Data Science Intern,Prospect 33,"New York, NY",,1 day ago,2020-04-19 17:33:51.529460
6818,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:51.529460
6819,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:51.530458
6820,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:51.530458
6821,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:51.531455
6822,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:51.531455
6823,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:51.532452
6824,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:51.533450
6825,Data Scientist (all levels),IAMUS Consulting,"Linthicum Heights, MD 21090",,2 days ago,2020-04-19 17:33:51.533450
6826,Data Science Intern,Dolphin,"New York, NY 10014 (SoHo area)",$25 an hour,30+ days ago,2020-04-19 17:33:51.533450
6827,Data Entry Clerk,Liveops,"Mahopac, NY",,5 days ago,2020-04-19 17:33:51.534447
6828,Data Scientist / Statistician / Economist,Apple,"Santa Clara Valley, CA 95014",,24 days ago,2020-04-19 17:33:51.534447
6829,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",,16 days ago,2020-04-19 17:33:51.535444
6830,Data Scientist,"Big Data Federation, Inc.","Santa Clara, CA 95050","$100,000 - $120,000 a year",17 days ago,2020-04-19 17:33:51.535444
6831,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",,30+ days ago,2020-04-19 17:33:51.536442
6832,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:51.536442
6833,Data Science Intern,Prospect 33,"New York, NY",,1 day ago,2020-04-19 17:33:51.537439
6834,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:51.537439
6835,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:51.538436
6836,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:51.538436
6837,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:51.539434
6838,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:51.539434
6839,Senior Data Scientist,Humana,,,30+ days ago,2020-04-19 17:33:51.540431
6840,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:51.540431
6841,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:51.541429
6842,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:51.541429
6843,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:51.542426
6844,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:51.542426
6845,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:51.543423
6846,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:51.544420
6847,Data Scientist,Andor Health,"Orlando, FL 32811 (Eagles Nest area)",,Today,2020-04-19 17:33:51.544420
6848,Lead Data Scientist,CPNET,"Harrisburg, PA","$85,000 - $95,000 a year",16 days ago,2020-04-19 17:33:51.544420
6849,Data Scientist/Analytics Consultant,Deloitte,"Arlington, VA 22209 (North Rosslyn area)",,5 days ago,2020-04-19 17:33:51.545418
6850,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:51.546415
6851,Data Scientist I - Remote,HMS Health Management Systems,"Irving, TX",$50 an hour,17 days ago,2020-04-19 17:33:51.546415
6852,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:51.546415
6853,Data Scientist,Getronics,"Atlanta, GA",$50 - $55 an hour,19 days ago,2020-04-19 17:33:51.547412
6854,Junior Data Scientist | TS/SCI,Connect Talent Solutions,"Springfield, MA",,30+ days ago,2020-04-19 17:33:51.547412
6855,Data Scientist,West Creek Financial,"Washington, DC",,1 day ago,2020-04-19 17:33:51.548411
6856,Data Scientist,Source Enterprises,"New York, NY",,30+ days ago,2020-04-19 17:33:51.550405
6857,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:51.552400
6858,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:51.553397
6859,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:51.553397
6860,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:51.554394
6861,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:51.554394
6862,Senior Data Scientist,Humana,,,30+ days ago,2020-04-19 17:33:51.555391
6863,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:51.555391
6864,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:51.556388
6865,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:51.557386
6866,Data Scientist,Andor Health,"Orlando, FL 32811 (Eagles Nest area)",,Today,2020-04-19 17:33:51.557386
6867,Lead Data Scientist,CPNET,"Harrisburg, PA","$85,000 - $95,000 a year",16 days ago,2020-04-19 17:33:51.557386
6868,Data Scientist/Analytics Consultant,Deloitte,"Arlington, VA 22209 (North Rosslyn area)",,5 days ago,2020-04-19 17:33:51.558383
6869,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:51.558383
6870,Data Scientist I - Remote,HMS Health Management Systems,"Irving, TX",$50 an hour,17 days ago,2020-04-19 17:33:51.559380
6871,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:51.559380
6872,Data Scientist,Getronics,"Atlanta, GA",$50 - $55 an hour,19 days ago,2020-04-19 17:33:51.560378
6873,Junior Data Scientist | TS/SCI,Connect Talent Solutions,"Springfield, MA",,30+ days ago,2020-04-19 17:33:51.560378
6874,Data Scientist,West Creek Financial,"Washington, DC",,1 day ago,2020-04-19 17:33:51.561375
6875,Data Scientist,Source Enterprises,"New York, NY",,30+ days ago,2020-04-19 17:33:51.561375
6876,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:51.562372
6877,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:51.562372
6878,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:51.563373
6879,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:51.565366
6880,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:51.565366
6881,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:51.566362
6882,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:51.566362
6883,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:51.567360
6884,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:51.567360
6885,Data Scientist,Andor Health,"Orlando, FL 32811 (Eagles Nest area)",,Today,2020-04-19 17:33:51.568358
6886,Lead Data Scientist,CPNET,"Harrisburg, PA","$85,000 - $95,000 a year",16 days ago,2020-04-19 17:33:51.568358
6887,Data Scientist/Analytics Consultant,Deloitte,"Arlington, VA 22209 (North Rosslyn area)",,5 days ago,2020-04-19 17:33:51.569354
6888,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:51.570352
6889,Data Scientist I - Remote,HMS Health Management Systems,"Irving, TX",$50 an hour,17 days ago,2020-04-19 17:33:51.570352
6890,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:51.571349
6891,Data Scientist,Getronics,"Atlanta, GA",$50 - $55 an hour,19 days ago,2020-04-19 17:33:51.571349
6892,Junior Data Scientist | TS/SCI,Connect Talent Solutions,"Springfield, MA",,30+ days ago,2020-04-19 17:33:51.572347
6893,Data Scientist,West Creek Financial,"Washington, DC",,1 day ago,2020-04-19 17:33:51.572347
6894,Data Scientist,Source Enterprises,"New York, NY",,30+ days ago,2020-04-19 17:33:51.573343
6895,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:51.573343
6896,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:51.574341
6897,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:51.574341
6898,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:51.575338
6899,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:51.575338
6900,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:51.576338
6901,Data Scientist,Andor Health,"Orlando, FL 32811 (Eagles Nest area)",,Today,2020-04-19 17:33:51.577333
6902,Lead Data Scientist,CPNET,"Harrisburg, PA","$85,000 - $95,000 a year",16 days ago,2020-04-19 17:33:51.577333
6903,Data Scientist/Analytics Consultant,Deloitte,"Arlington, VA 22209 (North Rosslyn area)",,5 days ago,2020-04-19 17:33:51.578330
6904,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:51.578330
6905,Data Scientist I - Remote,HMS Health Management Systems,"Irving, TX",$50 an hour,17 days ago,2020-04-19 17:33:51.579328
6906,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:51.579328
6907,Data Scientist,Getronics,"Atlanta, GA",$50 - $55 an hour,19 days ago,2020-04-19 17:33:51.580331
6908,Junior Data Scientist | TS/SCI,Connect Talent Solutions,"Springfield, MA",,30+ days ago,2020-04-19 17:33:51.582327
6909,Data Scientist,West Creek Financial,"Washington, DC",,1 day ago,2020-04-19 17:33:51.583317
6910,Data Scientist,Source Enterprises,"New York, NY",,30+ days ago,2020-04-19 17:33:51.584314
6911,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:51.584314
6912,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:51.584314
6913,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:51.585311
6914,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:51.585822
6915,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:51.586814
6916,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:51.586814
6917,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:51.587812
6918,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:51.587812
6919,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:51.588809
6920,Data Scientist (all levels),IAMUS Consulting,"Linthicum Heights, MD 21090",,2 days ago,2020-04-19 17:33:51.588809
6921,Data Science Intern,Dolphin,"New York, NY 10014 (SoHo area)",$25 an hour,30+ days ago,2020-04-19 17:33:51.589805
6922,Data Entry Clerk,Liveops,"Mahopac, NY",,5 days ago,2020-04-19 17:33:51.589805
6923,Data Scientist / Statistician / Economist,Apple,"Santa Clara Valley, CA 95014",,24 days ago,2020-04-19 17:33:51.590803
6924,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",,16 days ago,2020-04-19 17:33:51.590803
6925,Data Scientist,"Big Data Federation, Inc.","Santa Clara, CA 95050","$100,000 - $120,000 a year",17 days ago,2020-04-19 17:33:51.591800
6926,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",,30+ days ago,2020-04-19 17:33:51.591800
6927,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:51.592797
6928,Data Science Intern,Prospect 33,"New York, NY",,1 day ago,2020-04-19 17:33:51.592797
6929,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:51.593795
6930,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:51.593795
6931,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:51.594792
